SKU,Tamanho Pedido,Loja,Data da Venda,Código Cliente
HL1005,3,São Paulo,"2022-06-11 00:00:00,000",49
HL1005,3,São Paulo,"2022-07-03 00:00:00,000",389
HL1005,3,São Paulo,"2022-07-09 00:00:00,000",57
HL1005,3,São Paulo,"2022-07-16 00:00:00,000",145
HL1005,3,São Paulo,"2022-07-20 00:00:00,000",53
HL1005,3,São Paulo,"2022-07-27 00:00:00,000",314
HL1005,3,São Paulo,"2022-08-11 00:00:00,000",665
HL1005,3,São Paulo,"2022-08-26 00:00:00,000",406
HL1005,3,São Paulo,"2022-09-09 00:00:00,000",312
HL1005,3,São Paulo,"2022-09-14 00:00:00,000",202
HL1005,3,São Paulo,"2022-09-27 00:00:00,000",400
HL1005,3,São Paulo,"2022-10-09 00:00:00,000",737
HL1005,3,São Paulo,"2022-10-23 00:00:00,000",389
HL1005,3,São Paulo,"2022-10-27 00:00:00,000",105
HL1005,3,São Paulo,"2022-11-05 00:00:00,000",389
HL1005,3,São Paulo,"2022-11-07 00:00:00,000",446
HL1005,3,São Paulo,"2022-11-13 00:00:00,000",683
HL1005,3,São Paulo,"2022-11-14 00:00:00,000",748
HL1005,3,São Paulo,"2022-12-09 00:00:00,000",310
HL1005,3,São Paulo,"2022-12-21 00:00:00,000",725
HL1005,3,São Paulo,"2022-12-27 00:00:00,000",310
HL1005,3,São Paulo,"2022-12-28 00:00:00,000",261
HL1005,3,São Paulo,"2022-12-31 00:00:00,000",389
HL1005,3,São Paulo,"2022-12-31 00:00:00,000",209
HL1015,3,São Paulo,"2020-01-06 00:00:00,000",608
HL1015,3,São Paulo,"2020-01-14 00:00:00,000",145
HL1015,3,São Paulo,"2020-02-12 00:00:00,000",753
HL1015,3,São Paulo,"2020-02-14 00:00:00,000",737
HL1015,3,São Paulo,"2020-03-16 00:00:00,000",772
HL1015,3,São Paulo,"2020-03-21 00:00:00,000",140
HL1015,3,São Paulo,"2020-03-31 00:00:00,000",400
HL1015,3,São Paulo,"2020-04-04 00:00:00,000",608
HL1015,3,São Paulo,"2020-04-10 00:00:00,000",772
HL1015,3,São Paulo,"2020-04-15 00:00:00,000",105
HL1015,3,São Paulo,"2020-05-23 00:00:00,000",316
HL1015,3,São Paulo,"2020-06-06 00:00:00,000",53
HL1015,3,São Paulo,"2020-06-22 00:00:00,000",776
HL1015,3,São Paulo,"2020-06-26 00:00:00,000",400
HL1015,3,São Paulo,"2020-06-27 00:00:00,000",310
HL1015,3,São Paulo,"2020-06-27 00:00:00,000",728
HL1015,3,São Paulo,"2020-07-29 00:00:00,000",797
HL1015,3,São Paulo,"2020-08-10 00:00:00,000",424
HL1015,3,São Paulo,"2020-08-13 00:00:00,000",224
HL1015,3,São Paulo,"2020-08-24 00:00:00,000",718
HL1015,3,São Paulo,"2020-08-28 00:00:00,000",665
HL1015,3,São Paulo,"2020-09-12 00:00:00,000",114
HL1015,3,São Paulo,"2020-11-16 00:00:00,000",389
HL1015,3,São Paulo,"2020-11-25 00:00:00,000",50
HL1015,3,São Paulo,"2020-12-11 00:00:00,000",140
HL1015,3,São Paulo,"2021-01-06 00:00:00,000",261
HL1015,3,São Paulo,"2021-01-07 00:00:00,000",50
HL1015,3,São Paulo,"2021-01-10 00:00:00,000",728
HL1015,3,São Paulo,"2021-01-11 00:00:00,000",446
HL1015,3,São Paulo,"2021-02-05 00:00:00,000",665
HL1015,3,São Paulo,"2021-02-13 00:00:00,000",728
HL1015,3,São Paulo,"2021-02-16 00:00:00,000",114
HL1015,3,São Paulo,"2021-02-16 00:00:00,000",53
HL1015,3,São Paulo,"2021-03-24 00:00:00,000",617
HL1015,3,São Paulo,"2021-04-02 00:00:00,000",429
HL1015,3,São Paulo,"2021-04-11 00:00:00,000",382
HL1015,3,São Paulo,"2021-04-12 00:00:00,000",641
HL1015,3,São Paulo,"2021-04-23 00:00:00,000",617
HL1015,3,São Paulo,"2021-06-01 00:00:00,000",400
HL1015,3,São Paulo,"2021-07-09 00:00:00,000",55
HL1015,3,São Paulo,"2021-07-16 00:00:00,000",79
HL1015,3,São Paulo,"2021-07-18 00:00:00,000",55
HL1015,3,São Paulo,"2021-07-18 00:00:00,000",446
HL1015,3,São Paulo,"2021-07-19 00:00:00,000",484
HL1015,3,São Paulo,"2021-07-27 00:00:00,000",541
HL1015,3,São Paulo,"2021-08-14 00:00:00,000",319
HL1015,3,São Paulo,"2021-08-21 00:00:00,000",400
HL1015,3,São Paulo,"2021-08-31 00:00:00,000",650
HL1015,3,São Paulo,"2021-09-03 00:00:00,000",314
HL1015,3,São Paulo,"2021-09-12 00:00:00,000",698
HL1015,3,São Paulo,"2021-09-24 00:00:00,000",79
HL1015,3,São Paulo,"2021-10-27 00:00:00,000",55
HL1015,3,São Paulo,"2021-11-02 00:00:00,000",145
HL1015,3,São Paulo,"2021-11-15 00:00:00,000",79
HL1015,3,São Paulo,"2021-11-16 00:00:00,000",314
HL1015,3,São Paulo,"2021-11-23 00:00:00,000",737
HL1015,3,São Paulo,"2021-12-02 00:00:00,000",303
HL1015,3,São Paulo,"2021-12-03 00:00:00,000",312
HL1015,3,São Paulo,"2021-12-06 00:00:00,000",748
HL1015,3,São Paulo,"2021-12-10 00:00:00,000",683
HL1015,3,São Paulo,"2022-01-08 00:00:00,000",224
HL1015,3,São Paulo,"2022-01-12 00:00:00,000",104
HL1015,3,São Paulo,"2022-01-17 00:00:00,000",389
HL1015,3,São Paulo,"2022-02-04 00:00:00,000",55
HL1015,3,São Paulo,"2022-02-12 00:00:00,000",424
HL1015,3,São Paulo,"2022-02-16 00:00:00,000",772
HL1015,3,São Paulo,"2022-02-19 00:00:00,000",79
HL1015,3,São Paulo,"2022-02-22 00:00:00,000",725
HL1015,3,São Paulo,"2022-02-23 00:00:00,000",55
HL1015,3,São Paulo,"2022-02-25 00:00:00,000",235
HL1015,3,São Paulo,"2022-03-05 00:00:00,000",776
HL1015,3,São Paulo,"2022-03-09 00:00:00,000",320
HL1015,3,São Paulo,"2022-03-12 00:00:00,000",484
HL1015,3,São Paulo,"2022-04-10 00:00:00,000",303
HL1015,3,São Paulo,"2022-04-14 00:00:00,000",541
HL1015,3,São Paulo,"2022-04-19 00:00:00,000",408
HL1015,3,São Paulo,"2022-04-24 00:00:00,000",209
HL1015,3,São Paulo,"2022-05-01 00:00:00,000",104
HL1015,3,São Paulo,"2022-05-03 00:00:00,000",429
HL1015,3,São Paulo,"2022-05-05 00:00:00,000",400
HL1015,3,São Paulo,"2022-05-13 00:00:00,000",446
HL1015,3,São Paulo,"2022-05-21 00:00:00,000",446
HL1015,3,São Paulo,"2022-06-11 00:00:00,000",79
HL1015,3,São Paulo,"2022-06-29 00:00:00,000",725
HL1015,3,São Paulo,"2022-07-13 00:00:00,000",104
HL1015,3,São Paulo,"2022-07-20 00:00:00,000",312
HL1015,3,São Paulo,"2022-08-03 00:00:00,000",310
HL1015,3,São Paulo,"2022-09-03 00:00:00,000",641
HL1015,3,São Paulo,"2022-09-05 00:00:00,000",728
HL1015,3,São Paulo,"2022-09-23 00:00:00,000",718
HL1015,3,São Paulo,"2022-10-01 00:00:00,000",429
HL1015,3,São Paulo,"2022-10-07 00:00:00,000",641
HL1015,3,São Paulo,"2022-10-17 00:00:00,000",316
HL1015,3,São Paulo,"2022-11-04 00:00:00,000",773
HL1015,3,São Paulo,"2022-11-11 00:00:00,000",382
HL1015,3,São Paulo,"2022-11-23 00:00:00,000",541
HL1015,3,São Paulo,"2022-11-27 00:00:00,000",484
HL1015,3,São Paulo,"2022-11-29 00:00:00,000",104
HL1015,3,São Paulo,"2022-12-01 00:00:00,000",50
HL1015,3,São Paulo,"2022-12-20 00:00:00,000",540
HL1015,3,São Paulo,"2022-12-21 00:00:00,000",773
HL1015,3,São Paulo,"2022-12-22 00:00:00,000",209
HL1015,3,São Paulo,"2022-12-28 00:00:00,000",320
HL1001,3,São Paulo,"2020-01-02 00:00:00,000",446
HL1001,3,São Paulo,"2020-02-08 00:00:00,000",797
HL1001,3,São Paulo,"2020-02-12 00:00:00,000",105
HL1001,3,São Paulo,"2020-03-03 00:00:00,000",617
HL1001,3,São Paulo,"2020-03-21 00:00:00,000",541
HL1001,3,São Paulo,"2020-03-26 00:00:00,000",683
HL1001,3,São Paulo,"2020-04-04 00:00:00,000",69
HL1001,3,São Paulo,"2020-04-24 00:00:00,000",382
HL1001,3,São Paulo,"2020-04-28 00:00:00,000",772
HL1001,3,São Paulo,"2020-04-30 00:00:00,000",79
HL1001,3,São Paulo,"2020-05-19 00:00:00,000",69
HL1001,3,São Paulo,"2020-05-25 00:00:00,000",209
HL1001,3,São Paulo,"2020-06-20 00:00:00,000",235
HL1001,3,São Paulo,"2020-06-24 00:00:00,000",665
HL1001,3,São Paulo,"2020-07-09 00:00:00,000",69
HL1001,3,São Paulo,"2020-07-14 00:00:00,000",450
HL1001,3,São Paulo,"2020-07-29 00:00:00,000",797
HL1001,3,São Paulo,"2020-08-18 00:00:00,000",424
HL1001,3,São Paulo,"2020-09-06 00:00:00,000",389
HL1001,3,São Paulo,"2020-11-24 00:00:00,000",53
HL1001,3,São Paulo,"2020-11-29 00:00:00,000",111
HL1001,3,São Paulo,"2020-12-04 00:00:00,000",617
HL1001,3,São Paulo,"2020-12-18 00:00:00,000",261
HL1001,3,São Paulo,"2020-12-31 00:00:00,000",608
HL1001,3,São Paulo,"2020-12-31 00:00:00,000",772
HL1001,3,São Paulo,"2021-01-12 00:00:00,000",224
HL1001,3,São Paulo,"2021-01-13 00:00:00,000",617
HL1001,3,São Paulo,"2021-01-21 00:00:00,000",104
HL1001,3,São Paulo,"2021-02-01 00:00:00,000",737
HL1001,3,São Paulo,"2021-02-03 00:00:00,000",55
HL1001,3,São Paulo,"2021-02-20 00:00:00,000",406
HL1001,3,São Paulo,"2021-02-21 00:00:00,000",617
HL1001,3,São Paulo,"2021-03-22 00:00:00,000",797
HL1001,3,São Paulo,"2021-04-05 00:00:00,000",105
HL1001,3,São Paulo,"2021-04-06 00:00:00,000",320
HL1001,3,São Paulo,"2021-04-12 00:00:00,000",55
HL1001,3,São Paulo,"2021-04-17 00:00:00,000",718
HL1001,3,São Paulo,"2021-04-17 00:00:00,000",114
HL1001,3,São Paulo,"2021-05-11 00:00:00,000",650
HL1001,3,São Paulo,"2021-05-31 00:00:00,000",111
HL1001,3,São Paulo,"2021-06-04 00:00:00,000",665
HL1001,3,São Paulo,"2021-06-13 00:00:00,000",310
HL1001,3,São Paulo,"2021-07-08 00:00:00,000",314
HL1001,3,São Paulo,"2021-07-19 00:00:00,000",79
HL1001,3,São Paulo,"2021-07-26 00:00:00,000",748
HL1001,3,São Paulo,"2021-07-27 00:00:00,000",49
HL1001,3,São Paulo,"2021-07-27 00:00:00,000",50
HL1001,3,São Paulo,"2021-07-28 00:00:00,000",728
HL1001,3,São Paulo,"2021-07-28 00:00:00,000",314
HL1001,3,São Paulo,"2021-07-30 00:00:00,000",698
HL1001,3,São Paulo,"2021-08-30 00:00:00,000",450
HL1001,3,São Paulo,"2021-09-05 00:00:00,000",105
HL1001,3,São Paulo,"2021-09-18 00:00:00,000",773
HL1001,3,São Paulo,"2021-09-18 00:00:00,000",772
HL1001,3,São Paulo,"2021-09-21 00:00:00,000",50
HL1001,3,São Paulo,"2021-09-22 00:00:00,000",319
HL1001,3,São Paulo,"2021-09-24 00:00:00,000",202
HL1001,3,São Paulo,"2021-10-02 00:00:00,000",683
HL1001,3,São Paulo,"2021-10-31 00:00:00,000",617
HL1001,3,São Paulo,"2021-11-06 00:00:00,000",683
HL1001,3,São Paulo,"2021-11-08 00:00:00,000",57
HL1001,3,São Paulo,"2021-11-20 00:00:00,000",753
HL1001,3,São Paulo,"2021-11-24 00:00:00,000",314
HL1001,3,São Paulo,"2021-11-28 00:00:00,000",114
HL1001,3,São Paulo,"2021-12-02 00:00:00,000",446
HL1001,3,São Paulo,"2021-12-14 00:00:00,000",797
HL1001,3,São Paulo,"2022-01-03 00:00:00,000",683
HL1001,3,São Paulo,"2022-01-22 00:00:00,000",725
HL1001,3,São Paulo,"2022-01-26 00:00:00,000",57
HL1001,3,São Paulo,"2022-01-29 00:00:00,000",698
HL1001,3,São Paulo,"2022-02-09 00:00:00,000",310
HL1001,3,São Paulo,"2022-02-26 00:00:00,000",718
HL1001,3,São Paulo,"2022-03-06 00:00:00,000",69
HL1001,3,São Paulo,"2022-03-24 00:00:00,000",261
HL1001,3,São Paulo,"2022-03-27 00:00:00,000",446
HL1001,3,São Paulo,"2022-03-28 00:00:00,000",57
HL1001,3,São Paulo,"2022-03-29 00:00:00,000",209
HL1001,3,São Paulo,"2022-03-30 00:00:00,000",737
HL1001,3,São Paulo,"2022-04-02 00:00:00,000",310
HL1001,3,São Paulo,"2022-04-05 00:00:00,000",406
HL1001,3,São Paulo,"2022-04-07 00:00:00,000",261
HL1001,3,São Paulo,"2022-04-27 00:00:00,000",224
HL1001,3,São Paulo,"2022-05-08 00:00:00,000",69
HL1001,3,São Paulo,"2022-06-11 00:00:00,000",617
HL1001,3,São Paulo,"2022-06-13 00:00:00,000",303
HL1001,3,São Paulo,"2022-06-17 00:00:00,000",57
HL1001,3,São Paulo,"2022-06-21 00:00:00,000",196
HL1001,3,São Paulo,"2022-07-17 00:00:00,000",650
HL1001,3,São Paulo,"2022-07-21 00:00:00,000",209
HL1001,3,São Paulo,"2022-07-30 00:00:00,000",748
HL1001,3,São Paulo,"2022-08-01 00:00:00,000",235
HL1001,3,São Paulo,"2022-08-19 00:00:00,000",683
HL1001,3,São Paulo,"2022-08-30 00:00:00,000",319
HL1001,3,São Paulo,"2022-09-01 00:00:00,000",725
HL1001,3,São Paulo,"2022-09-07 00:00:00,000",540
HL1001,3,São Paulo,"2022-09-12 00:00:00,000",55
HL1001,3,São Paulo,"2022-09-16 00:00:00,000",314
HL1001,3,São Paulo,"2022-10-18 00:00:00,000",57
HL1001,3,São Paulo,"2022-10-21 00:00:00,000",104
HL1001,3,São Paulo,"2022-11-02 00:00:00,000",69
HL1001,3,São Paulo,"2022-11-08 00:00:00,000",114
HL1001,3,São Paulo,"2022-11-10 00:00:00,000",160
HL1001,3,São Paulo,"2022-11-17 00:00:00,000",319
HL1001,3,São Paulo,"2022-11-19 00:00:00,000",303
HL1001,3,São Paulo,"2022-11-23 00:00:00,000",608
HL1001,3,São Paulo,"2022-11-23 00:00:00,000",55
HL1001,3,São Paulo,"2022-11-26 00:00:00,000",235
HL1001,3,São Paulo,"2022-11-27 00:00:00,000",53
HL1001,3,São Paulo,"2022-11-29 00:00:00,000",753
HL1001,3,São Paulo,"2022-11-30 00:00:00,000",382
HL1001,3,São Paulo,"2022-12-03 00:00:00,000",303
HL1001,3,São Paulo,"2022-12-17 00:00:00,000",540
HL1001,3,São Paulo,"2022-12-27 00:00:00,000",140
HL1001,3,São Paulo,"2022-12-28 00:00:00,000",429
HL1001,1,São Paulo,"2020-01-03 00:00:00,000",69
HL1001,1,São Paulo,"2020-01-04 00:00:00,000",104
HL1001,1,São Paulo,"2020-01-09 00:00:00,000",53
HL1001,1,São Paulo,"2020-01-09 00:00:00,000",617
HL1001,1,São Paulo,"2020-01-10 00:00:00,000",540
HL1001,1,São Paulo,"2020-01-15 00:00:00,000",261
HL1001,1,São Paulo,"2020-01-16 00:00:00,000",111
HL1001,1,São Paulo,"2020-01-21 00:00:00,000",310
HL1001,1,São Paulo,"2020-02-09 00:00:00,000",641
HL1001,1,São Paulo,"2020-02-18 00:00:00,000",53
HL1001,1,São Paulo,"2020-03-05 00:00:00,000",450
HL1001,1,São Paulo,"2020-04-11 00:00:00,000",748
HL1001,1,São Paulo,"2020-04-17 00:00:00,000",797
HL1001,1,São Paulo,"2020-05-06 00:00:00,000",424
HL1001,1,São Paulo,"2020-05-22 00:00:00,000",408
HL1001,1,São Paulo,"2020-05-26 00:00:00,000",382
HL1001,1,São Paulo,"2020-06-01 00:00:00,000",698
HL1001,1,São Paulo,"2020-06-07 00:00:00,000",49
HL1001,1,São Paulo,"2020-06-22 00:00:00,000",261
HL1001,1,São Paulo,"2020-08-05 00:00:00,000",50
HL1001,1,São Paulo,"2020-08-06 00:00:00,000",69
HL1001,1,São Paulo,"2020-09-25 00:00:00,000",202
HL1001,1,São Paulo,"2020-09-26 00:00:00,000",202
HL1001,1,São Paulo,"2020-09-28 00:00:00,000",196
HL1001,1,São Paulo,"2020-10-04 00:00:00,000",772
HL1001,1,São Paulo,"2020-10-08 00:00:00,000",319
HL1001,1,São Paulo,"2020-10-19 00:00:00,000",617
HL1001,1,São Paulo,"2020-11-06 00:00:00,000",111
HL1001,1,São Paulo,"2020-12-02 00:00:00,000",196
HL1001,1,São Paulo,"2020-12-25 00:00:00,000",69
HL1001,1,São Paulo,"2021-01-03 00:00:00,000",303
HL1001,1,São Paulo,"2021-01-03 00:00:00,000",484
HL1001,1,São Paulo,"2021-01-09 00:00:00,000",725
HL1001,1,São Paulo,"2021-01-24 00:00:00,000",69
HL1001,1,São Paulo,"2021-01-26 00:00:00,000",728
HL1001,1,São Paulo,"2021-01-26 00:00:00,000",406
HL1001,1,São Paulo,"2021-01-31 00:00:00,000",49
HL1001,1,São Paulo,"2021-01-31 00:00:00,000",55
HL1001,1,São Paulo,"2021-02-08 00:00:00,000",310
HL1001,1,São Paulo,"2021-03-20 00:00:00,000",57
HL1001,1,São Paulo,"2021-04-01 00:00:00,000",608
HL1001,1,São Paulo,"2021-04-08 00:00:00,000",408
HL1001,1,São Paulo,"2021-04-09 00:00:00,000",728
HL1001,1,São Paulo,"2021-04-17 00:00:00,000",104
HL1001,1,São Paulo,"2021-05-13 00:00:00,000",382
HL1001,1,São Paulo,"2021-05-28 00:00:00,000",617
HL1001,1,São Paulo,"2021-06-27 00:00:00,000",196
HL1001,1,São Paulo,"2021-07-20 00:00:00,000",320
HL1001,1,São Paulo,"2021-07-26 00:00:00,000",382
HL1001,1,São Paulo,"2021-07-27 00:00:00,000",382
HL1001,1,São Paulo,"2021-08-01 00:00:00,000",389
HL1001,1,São Paulo,"2021-08-06 00:00:00,000",389
HL1001,1,São Paulo,"2021-08-28 00:00:00,000",319
HL1001,1,São Paulo,"2021-09-10 00:00:00,000",53
HL1001,1,São Paulo,"2021-10-25 00:00:00,000",718
HL1001,1,São Paulo,"2021-10-28 00:00:00,000",145
HL1001,1,São Paulo,"2021-11-11 00:00:00,000",541
HL1001,1,São Paulo,"2021-11-28 00:00:00,000",541
HL1001,1,São Paulo,"2021-12-15 00:00:00,000",224
HL1001,1,São Paulo,"2021-12-19 00:00:00,000",319
HL1001,1,São Paulo,"2021-12-19 00:00:00,000",698
HL1001,1,São Paulo,"2021-12-21 00:00:00,000",50
HL1001,1,São Paulo,"2021-12-26 00:00:00,000",450
HL1001,1,São Paulo,"2021-12-28 00:00:00,000",202
HL1001,1,São Paulo,"2022-01-02 00:00:00,000",111
HL1001,1,São Paulo,"2022-01-04 00:00:00,000",698
HL1001,1,São Paulo,"2022-01-10 00:00:00,000",650
HL1001,1,São Paulo,"2022-01-24 00:00:00,000",665
HL1001,1,São Paulo,"2022-01-28 00:00:00,000",316
HL1001,1,São Paulo,"2022-01-29 00:00:00,000",79
HL1001,1,São Paulo,"2022-02-04 00:00:00,000",105
HL1001,1,São Paulo,"2022-02-08 00:00:00,000",617
HL1001,1,São Paulo,"2022-03-03 00:00:00,000",303
HL1001,1,São Paulo,"2022-03-08 00:00:00,000",316
HL1001,1,São Paulo,"2022-03-17 00:00:00,000",776
HL1001,1,São Paulo,"2022-04-14 00:00:00,000",261
HL1001,1,São Paulo,"2022-04-25 00:00:00,000",650
HL1001,1,São Paulo,"2022-04-28 00:00:00,000",540
HL1001,1,São Paulo,"2022-05-09 00:00:00,000",753
HL1001,1,São Paulo,"2022-05-10 00:00:00,000",446
HL1001,1,São Paulo,"2022-05-11 00:00:00,000",314
HL1001,1,São Paulo,"2022-05-14 00:00:00,000",772
HL1001,1,São Paulo,"2022-05-19 00:00:00,000",57
HL1001,1,São Paulo,"2022-05-28 00:00:00,000",484
HL1001,1,São Paulo,"2022-06-09 00:00:00,000",314
HL1001,1,São Paulo,"2022-06-10 00:00:00,000",541
HL1001,1,São Paulo,"2022-06-28 00:00:00,000",773
HL1001,1,São Paulo,"2022-07-02 00:00:00,000",160
HL1001,1,São Paulo,"2022-07-09 00:00:00,000",408
HL1001,1,São Paulo,"2022-07-15 00:00:00,000",49
HL1001,1,São Paulo,"2022-07-16 00:00:00,000",235
HL1001,1,São Paulo,"2022-07-20 00:00:00,000",209
HL1001,1,São Paulo,"2022-08-06 00:00:00,000",617
HL1001,1,São Paulo,"2022-08-18 00:00:00,000",608
HL1001,1,São Paulo,"2022-09-07 00:00:00,000",446
HL1001,1,São Paulo,"2022-09-10 00:00:00,000",224
HL1001,1,São Paulo,"2022-09-16 00:00:00,000",320
HL1001,1,São Paulo,"2022-09-26 00:00:00,000",316
HL1001,1,São Paulo,"2022-09-27 00:00:00,000",683
HL1001,1,São Paulo,"2022-09-30 00:00:00,000",114
HL1001,1,São Paulo,"2022-10-06 00:00:00,000",641
HL1001,1,São Paulo,"2022-10-26 00:00:00,000",69
HL1001,1,São Paulo,"2022-10-28 00:00:00,000",408
HL1001,1,São Paulo,"2022-11-05 00:00:00,000",209
HL1001,1,São Paulo,"2022-11-17 00:00:00,000",753
HL1001,1,São Paulo,"2022-11-19 00:00:00,000",683
HL1001,1,São Paulo,"2022-11-21 00:00:00,000",797
HL1001,1,São Paulo,"2022-11-23 00:00:00,000",196
HL1001,1,São Paulo,"2022-11-28 00:00:00,000",79
HL1001,1,São Paulo,"2022-12-06 00:00:00,000",50
HL1001,1,São Paulo,"2022-12-07 00:00:00,000",145
HL1001,1,São Paulo,"2022-12-14 00:00:00,000",450
HL1001,1,São Paulo,"2022-12-16 00:00:00,000",540
HL1001,1,São Paulo,"2022-12-16 00:00:00,000",50
HL1001,1,São Paulo,"2022-12-21 00:00:00,000",53
HL1001,1,São Paulo,"2022-12-26 00:00:00,000",776
HL1001,1,São Paulo,"2022-12-27 00:00:00,000",104
HL1001,1,São Paulo,"2022-12-27 00:00:00,000",235
HL1009,1,São Paulo,"2020-01-03 00:00:00,000",797
HL1009,1,São Paulo,"2020-01-07 00:00:00,000",748
HL1009,1,São Paulo,"2020-01-16 00:00:00,000",105
HL1009,1,São Paulo,"2020-01-17 00:00:00,000",312
HL1009,1,São Paulo,"2020-02-15 00:00:00,000",319
HL1009,1,São Paulo,"2020-03-20 00:00:00,000",314
HL1009,1,São Paulo,"2020-04-10 00:00:00,000",303
HL1009,1,São Paulo,"2020-04-17 00:00:00,000",408
HL1009,1,São Paulo,"2020-04-18 00:00:00,000",202
HL1009,1,São Paulo,"2020-04-19 00:00:00,000",484
HL1009,1,São Paulo,"2020-05-25 00:00:00,000",319
HL1009,1,São Paulo,"2020-06-20 00:00:00,000",312
HL1009,1,São Paulo,"2020-06-30 00:00:00,000",104
HL1009,1,São Paulo,"2020-07-10 00:00:00,000",261
HL1009,1,São Paulo,"2020-07-12 00:00:00,000",753
HL1009,1,São Paulo,"2020-07-12 00:00:00,000",683
HL1009,1,São Paulo,"2020-07-16 00:00:00,000",408
HL1009,1,São Paulo,"2020-08-14 00:00:00,000",617
HL1009,1,São Paulo,"2020-08-14 00:00:00,000",202
HL1009,1,São Paulo,"2020-09-19 00:00:00,000",406
HL1009,1,São Paulo,"2020-10-29 00:00:00,000",319
HL1009,1,São Paulo,"2020-11-07 00:00:00,000",114
HL1009,1,São Paulo,"2020-12-02 00:00:00,000",665
HL1009,1,São Paulo,"2020-12-19 00:00:00,000",737
HL1009,1,São Paulo,"2020-12-23 00:00:00,000",209
HL1009,1,São Paulo,"2021-01-12 00:00:00,000",484
HL1009,1,São Paulo,"2021-01-13 00:00:00,000",446
HL1009,1,São Paulo,"2021-01-21 00:00:00,000",49
HL1009,1,São Paulo,"2021-01-29 00:00:00,000",316
HL1009,1,São Paulo,"2021-02-21 00:00:00,000",310
HL1009,1,São Paulo,"2021-05-21 00:00:00,000",202
HL1009,1,São Paulo,"2021-06-10 00:00:00,000",55
HL1009,1,São Paulo,"2021-07-03 00:00:00,000",105
HL1009,1,São Paulo,"2021-07-23 00:00:00,000",776
HL1009,1,São Paulo,"2021-07-29 00:00:00,000",382
HL1009,1,São Paulo,"2021-07-31 00:00:00,000",382
HL1009,1,São Paulo,"2021-08-03 00:00:00,000",641
HL1009,1,São Paulo,"2021-09-21 00:00:00,000",105
HL1009,1,São Paulo,"2021-09-24 00:00:00,000",104
HL1009,1,São Paulo,"2021-10-26 00:00:00,000",698
HL1009,1,São Paulo,"2021-12-03 00:00:00,000",160
HL1009,1,São Paulo,"2021-12-20 00:00:00,000",261
HL1009,1,São Paulo,"2022-01-03 00:00:00,000",450
HL1009,1,São Paulo,"2022-01-12 00:00:00,000",400
HL1009,1,São Paulo,"2022-01-23 00:00:00,000",319
HL1009,1,São Paulo,"2022-02-03 00:00:00,000",57
HL1009,1,São Paulo,"2022-02-07 00:00:00,000",314
HL1009,1,São Paulo,"2022-02-10 00:00:00,000",776
HL1009,1,São Paulo,"2022-02-11 00:00:00,000",541
HL1009,1,São Paulo,"2022-02-13 00:00:00,000",312
HL1009,1,São Paulo,"2022-02-23 00:00:00,000",160
HL1009,1,São Paulo,"2022-02-27 00:00:00,000",50
HL1009,1,São Paulo,"2022-03-18 00:00:00,000",698
HL1009,1,São Paulo,"2022-03-24 00:00:00,000",55
HL1009,1,São Paulo,"2022-04-07 00:00:00,000",310
HL1009,1,São Paulo,"2022-04-09 00:00:00,000",753
HL1009,1,São Paulo,"2022-04-16 00:00:00,000",484
HL1009,1,São Paulo,"2022-04-24 00:00:00,000",261
HL1009,1,São Paulo,"2022-04-29 00:00:00,000",776
HL1009,1,São Paulo,"2022-05-02 00:00:00,000",400
HL1009,1,São Paulo,"2022-05-11 00:00:00,000",319
HL1009,1,São Paulo,"2022-05-12 00:00:00,000",312
HL1009,1,São Paulo,"2022-05-15 00:00:00,000",541
HL1009,1,São Paulo,"2022-05-21 00:00:00,000",446
HL1009,1,São Paulo,"2022-06-07 00:00:00,000",540
HL1009,1,São Paulo,"2022-06-11 00:00:00,000",748
HL1009,1,São Paulo,"2022-07-22 00:00:00,000",408
HL1009,1,São Paulo,"2022-07-31 00:00:00,000",429
HL1009,1,São Paulo,"2022-08-03 00:00:00,000",382
HL1009,1,São Paulo,"2022-08-05 00:00:00,000",608
HL1009,1,São Paulo,"2022-08-31 00:00:00,000",728
HL1009,1,São Paulo,"2022-09-05 00:00:00,000",145
HL1009,1,São Paulo,"2022-11-02 00:00:00,000",224
HL1009,1,São Paulo,"2022-11-05 00:00:00,000",114
HL1009,1,São Paulo,"2022-11-07 00:00:00,000",484
HL1009,1,São Paulo,"2022-11-11 00:00:00,000",389
HL1009,1,São Paulo,"2022-11-21 00:00:00,000",235
HL1009,1,São Paulo,"2022-11-30 00:00:00,000",209
HL1009,1,São Paulo,"2022-12-04 00:00:00,000",49
HL1009,1,São Paulo,"2022-12-10 00:00:00,000",776
HL1009,1,São Paulo,"2022-12-23 00:00:00,000",450
HL1009,1,São Paulo,"2022-12-26 00:00:00,000",196
HL1015,1,São Paulo,"2020-01-14 00:00:00,000",224
HL1015,1,São Paulo,"2020-01-15 00:00:00,000",196
HL1015,1,São Paulo,"2020-01-26 00:00:00,000",235
HL1015,1,São Paulo,"2020-02-15 00:00:00,000",105
HL1015,1,São Paulo,"2020-02-16 00:00:00,000",105
HL1015,1,São Paulo,"2020-03-18 00:00:00,000",105
HL1015,1,São Paulo,"2020-03-19 00:00:00,000",446
HL1015,1,São Paulo,"2020-03-22 00:00:00,000",145
HL1015,1,São Paulo,"2020-05-01 00:00:00,000",424
